2026-03-23 09:35:35.322 | INFO     | src.utils.db:init_tables:252 | 数据库表初始化完成
2026-03-23 09:35:35.323 | INFO     | __main__:initialize:116 | 数据库初始化成功
2026-03-23 09:35:36.174 | INFO     | src.collectors.price_collector:_init_baostock:41 | Baostock 初始化成功
2026-03-23 09:35:36.616 | INFO     | src.collectors.price_collector:_init_akshare:52 | AkShare 初始化成功
2026-03-23 09:35:36.616 | INFO     | src.collectors.fund_collector:_init_akshare:33 | AkShare 初始化成功
2026-03-23 09:35:36.617 | INFO     | __main__:initialize:122 | 数据采集器初始化成功
2026-03-23 09:35:36.617 | INFO     | __main__:initialize:128 | 分析器初始化成功
2026-03-23 09:35:36.617 | INFO     | __main__:initialize:158 | 决策引擎初始化成功
2026-03-23 09:35:36.617 | INFO     | __main__:initialize:166 | 通知管理器初始化成功
2026-03-23 09:35:36.624 | INFO     | __main__:initialize:170 | 调度器初始化成功
2026-03-23 09:35:36.624 | INFO     | __main__:_load_stock_pool:182 | 正在加载股票池...
2026-03-23 09:35:36.624 | INFO     | __main__:_load_stock_pool:214 | 股票池加载完成，共 3 只股票
2026-03-23 09:35:36.624 | INFO     | __main__:initialize:176 | ==================================================
2026-03-23 09:35:36.624 | INFO     | __main__:initialize:177 | A 股监控系统初始化完成
2026-03-23 09:35:36.624 | INFO     | __main__:initialize:178 | ==================================================
2026-03-23 09:35:36.624 | INFO     | __main__:start:418 | 启动监控系统...
2026-03-23 09:35:36.629 | INFO     | __main__:run_once:219 | 开始执行监控任务 - 2026-03-23 09:35:36
2026-03-23 09:35:41.203 | WARNING  | src.collectors.news_collector:collect:128 | 东方财富 API 返回状态码：404
2026-03-23 09:35:41.203 | INFO     | src.collectors.news_collector:collect:412 | 从 eastmoney 采集 0 条新闻
2026-03-23 09:35:42.410 | INFO     | src.collectors.news_collector:collect:412 | 从 sina 采集 0 条新闻
2026-03-23 09:35:43.521 | INFO     | src.collectors.news_collector:collect:412 | 从 cailian 采集 0 条新闻
2026-03-23 09:35:43.522 | INFO     | src.collectors.news_collector:collect:425 | 采集完成，共 0 条唯一新闻
2026-03-23 09:35:44.689 | WARNING  | src.collectors.news_collector:collect:128 | 东方财富 API 返回状态码：404
2026-03-23 09:35:44.689 | INFO     | src.collectors.news_collector:collect:412 | 从 eastmoney 采集 0 条新闻
2026-03-23 09:35:45.018 | INFO     | src.collectors.news_collector:collect:412 | 从 sina 采集 0 条新闻
2026-03-23 09:35:45.239 | INFO     | src.collectors.news_collector:collect:412 | 从 cailian 采集 0 条新闻
2026-03-23 09:35:45.239 | INFO     | src.collectors.news_collector:collect:425 | 采集完成，共 0 条唯一新闻
2026-03-23 09:35:46.755 | WARNING  | src.collectors.news_collector:collect:128 | 东方财富 API 返回状态码：404
2026-03-23 09:35:46.756 | INFO     | src.collectors.news_collector:collect:412 | 从 eastmoney 采集 0 条新闻
2026-03-23 09:35:47.080 | INFO     | src.collectors.news_collector:collect:412 | 从 sina 采集 0 条新闻
2026-03-23 09:35:47.387 | INFO     | src.collectors.news_collector:collect:412 | 从 cailian 采集 0 条新闻
2026-03-23 09:35:47.387 | INFO     | src.collectors.news_collector:collect:425 | 采集完成，共 0 条唯一新闻
2026-03-23 09:35:47.398 | INFO     | __main__:run_once:257 | 监控任务执行完成，耗时 10.8 秒
2026-03-23 09:40:36.647 | INFO     | __main__:run_once:219 | 开始执行监控任务 - 2026-03-23 09:40:36
2026-03-23 09:40:39.222 | WARNING  | src.collectors.news_collector:collect:128 | 东方财富 API 返回状态码：404
2026-03-23 09:40:39.222 | INFO     | src.collectors.news_collector:collect:412 | 从 eastmoney 采集 0 条新闻
2026-03-23 09:40:40.024 | INFO     | src.collectors.news_collector:collect:412 | 从 sina 采集 0 条新闻
2026-03-23 09:40:40.723 | INFO     | src.collectors.news_collector:collect:412 | 从 cailian 采集 0 条新闻
2026-03-23 09:40:40.724 | INFO     | src.collectors.news_collector:collect:425 | 采集完成，共 0 条唯一新闻
2026-03-23 09:40:43.752 | WARNING  | src.collectors.news_collector:collect:128 | 东方财富 API 返回状态码：404
2026-03-23 09:40:43.752 | INFO     | src.collectors.news_collector:collect:412 | 从 eastmoney 采集 0 条新闻
2026-03-23 09:40:44.290 | INFO     | src.collectors.news_collector:collect:412 | 从 sina 采集 0 条新闻
2026-03-23 09:40:44.475 | INFO     | src.collectors.news_collector:collect:412 | 从 cailian 采集 0 条新闻
2026-03-23 09:40:44.475 | INFO     | src.collectors.news_collector:collect:425 | 采集完成，共 0 条唯一新闻
2026-03-23 09:40:45.868 | WARNING  | src.collectors.news_collector:collect:128 | 东方财富 API 返回状态码：404
2026-03-23 09:40:45.868 | INFO     | src.collectors.news_collector:collect:412 | 从 eastmoney 采集 0 条新闻
2026-03-23 09:40:46.156 | INFO     | src.collectors.news_collector:collect:412 | 从 sina 采集 0 条新闻
2026-03-23 09:40:46.485 | INFO     | src.collectors.news_collector:collect:412 | 从 cailian 采集 0 条新闻
